3918.99 3883.39 3847.8 3812.21 3776.62 3741.03 3705.44 3669.85 3634.26 3598.66 3563.07 3527.48 3491.89 3456.3 3420.71 3385.12 3349.53 3313.93 3278.34 3242.75 3207.16 3171.57 3135.98 3100.39 3064.8 3029.2 3004.79 2980.37 2955.95 2931.53 2907.12 2882.7 2858.28 2833.86 2809.45 2785.03 2760.61 2736.19 2711.77 2687.36 2662.94 2638.52 2614.1 2589.69 2565.27 2540.85 2516.43 2492.02 2467.6 2443.18 2418.76 2409.15 2399.54 2389.93 2380.32 2370.71 2361.1 2351.49 2341.88 2332.26 2322.65 2313.04 2303.43 2293.82 2284.21 2274.6 2264.99 2255.38 2245.76 2236.15 2226.54 2216.93 2207.32 2197.71 2188.1 2178.49 2180.05 2181.61 2183.18 2184.74 2186.3 2187.86 2189.43 2190.99 2192.55 2194.11 2195.68 2197.24 2198.8 2200.36 2201.93 2203.49 2205.05 2206.62 2208.18 2209.74 2211.3 2212.87 2214.43 2215.99 2217.55 2226.31 2235.07 2243.83 2252.59 2261.35 2270.11 2278.87 2287.63 2296.39 2305.15 2313.91 2322.67 2331.43 2340.19 2348.95 2357.71 2366.47 2375.23 2383.99 2392.75 2401.51 2410.27 2419.03 2427.79 2436.55 2445.31 2454.07 2462.83 2471.59 2480.35 2489.11 2497.87 2506.63 2515.39 2524.15 2532.91 2541.67 2550.43 2559.19 2567.95 2576.71 2585.47 2594.23 2602.99 2611.74 2620.5 2629.26 2638.02 2646.78 2655.54 2669.89 2684.24 2698.58 2712.93 2727.28 2741.62 2755.97 2770.32 2784.66 2799.01 2813.36 2827.7 2842.05 2856.4 2870.74 2885.09 2899.44 2913.78 2928.13 2942.48 2956.82 2971.17 2985.52 2999.86 3014.21 3028.56 3042.9 3057.25 3071.6 3085.94 3100.29 3114.64 3128.98 3143.33 3157.68 3172.02 3186.37 3200.72 3215.06 3229.41 3243.76 3258.1 3272.45 3286.8 3301.14 3315.49 3329.84 3344.18 3358.53
3883.39 3840.61 3805.01 3769.42 3733.83 3698.24 3662.65 3627.06 3591.47 3555.88 3520.28 3484.69 3449.1 3413.51 3377.92 3342.33 3306.74 3271.15 3235.55 3199.96 3164.37 3128.78 3093.19 3057.6 3022.01 2986.42 2956.41 2931.99 2907.58 2883.16 2858.74 2834.32 2809.91 2785.49 2761.07 2736.65 2712.23 2687.82 2663.4 2638.98 2614.56 2590.15 2565.73 2541.31 2516.89 2492.48 2468.06 2443.64 2419.22 2394.81 2370.39 2360.78 2351.17 2341.55 2331.94 2322.33 2312.72 2303.11 2293.5 2283.89 2274.28 2264.67 2255.06 2245.44 2235.83 2226.22 2216.61 2207 2197.39 2187.78 2178.17 2168.56 2158.95 2149.33 2139.72 2135.7 2137.26 2138.82 2140.39 2141.95 2143.51 2145.08 2146.64 2148.2 2149.76 2151.33 2152.89 2154.45 2156.01 2157.58 2159.14 2160.7 2162.26 2163.83 2165.39 2166.95 2168.51 2170.08 2171.64 2173.2 2181.96 2190.72 2199.48 2208.24 2217 2225.76 2234.52 2243.28 2252.04 2260.8 2269.56 2278.32 2287.08 2295.84 2304.6 2313.36 2322.12 2330.88 2339.64 2348.4 2357.16 2365.92 2374.68 2383.44 2392.2 2400.96 2409.72 2418.48 2427.24 2436 2444.76 2453.52 2462.28 2471.04 2479.8 2488.56 2497.32 2506.08 2514.83 2523.59 2532.35 2541.11 2549.87 2558.63 2567.39 2576.15 2584.91 2593.67 2602.43 2616.78 2631.13 2645.47 2659.82 2674.17 2688.51 2702.86 2717.21 2731.55 2745.9 2760.25 2774.59 2788.94 2803.29 2817.63 2831.98 2846.33 2860.67 2875.02 2889.37 2903.71 2918.06 2932.41 2946.75 2961.1 2975.45 2989.79 3004.14 3018.49 3032.83 3047.18 3061.52 3075.87 3090.22 3104.56 3118.91 3133.26 3147.6 3161.95 3176.3 3190.64 3204.99 3219.34 3233.68 3248.03 3262.38 3276.72 3291.07 3305.42 3319.76 3334.11
3847.8 3805.01 3762.23 3726.63 3691.04 3655.45 3619.86 3584.27 3548.68 3513.09 3477.5 3441.9 3406.31 3370.72 3335.13 3299.54 3263.95 3228.36 3192.77 3157.17 3121.58 3085.99 3050.4 3014.81 2979.22 2943.63 2908.04 2883.62 2859.2 2834.78 2810.37 2785.95 2761.53 2737.11 2712.69 2688.28 2663.86 2639.44 2615.02 2590.61 2566.19 2541.77 2517.35 2492.94 2468.52 2444.1 2419.68 2395.27 2370.85 2346.43 2322.01 2312.4 2302.79 2293.18 2283.57 2273.96 2264.35 2254.74 2245.12 2235.51 2225.9 2216.29 2206.68 2197.07 2187.46 2177.85 2168.24 2158.63 2149.01 2139.4 2129.79 2120.18 2110.57 2100.96 2091.35 2092.91 2094.47 2096.04 2097.6 2099.16 2100.72 2102.29 2103.85 2105.41 2106.97 2108.54 2110.1 2111.66 2113.23 2114.79 2116.35 2117.91 2119.48 2121.04 2122.6 2124.16 2125.73 2127.29 2128.85 2137.61 2146.37 2155.13 2163.89 2172.65 2181.41 2190.17 2198.93 2207.69 2216.45 2225.21 2233.97 2242.73 2251.49 2260.25 2269.01 2277.77 2286.53 2295.29 2304.05 2312.81 2321.57 2330.33 2339.09 2347.85 2356.61 2365.37 2374.13 2382.89 2391.65 2400.41 2409.17 2417.93 2426.68 2435.44 2444.2 2452.96 2461.72 2470.48 2479.24 2488 2496.76 2505.52 2514.28 2523.04 2531.8 2540.56 2549.32 2563.67 2578.02 2592.36 2606.71 2621.06 2635.4 2649.75 2664.1 2678.44 2692.79 2707.13 2721.48 2735.83 2750.17 2764.52 2778.87 2793.21 2807.56 2821.91 2836.25 2850.6 2864.95 2879.29 2893.64 2907.99 2922.33 2936.68 2951.03 2965.37 2979.72 2994.07 3008.41 3022.76 3037.11 3051.45 3065.8 3080.15 3094.49 3108.84 3123.19 3137.53 3151.88 3166.23 3180.57 3194.92 3209.27 3223.61 3237.96 3252.31 3266.65 3281 3295.35 3309.69
3812.21 3769.42 3726.63 3683.85 3648.25 3612.66 3577.07 3541.48 3505.89 3470.3 3434.71 3399.12 3363.52 3327.93 3292.34 3256.75 3221.16 3185.57 3149.98 3114.39 3078.79 3043.2 3007.61 2972.02 2936.43 2900.84 2865.25 2835.24 2810.83 2786.41 2761.99 2737.57 2713.15 2688.74 2664.32 2639.9 2615.48 2591.07 2566.65 2542.23 2517.81 2493.4 2468.98 2444.56 2420.14 2395.73 2371.31 2346.89 2322.47 2298.05 2273.64 2264.03 2254.42 2244.8 2235.19 2225.58 2215.97 2206.36 2196.75 2187.14 2177.53 2167.92 2158.31 2148.69 2139.08 2129.47 2119.86 2110.25 2100.64 2091.03 2081.42 2071.81 2062.2 2052.58 2048.56 2050.12 2051.69 2053.25 2054.81 2056.37 2057.94 2059.5 2061.06 2062.62 2064.19 2065.75 2067.31 2068.87 2070.44 2072 2073.56 2075.12 2076.69 2078.25 2079.81 2081.38 2082.94 2084.5 2093.26 2102.02 2110.78 2119.54 2128.3 2137.06 2145.82 2154.58 2163.34 2172.1 2180.86 2189.62 2198.38 2207.14 2215.9 2224.66 2233.42 2242.18 2250.94 2259.7 2268.46 2277.22 2285.98 2294.74 2303.5 2312.26 2321.02 2329.77 2338.53 2347.29 2356.05 2364.81 2373.57 2382.33 2391.09 2399.85 2408.61 2417.37 2426.13 2434.89 2443.65 2452.41 2461.17 2469.93 2478.69 2487.45 2496.21 2510.56 2524.9 2539.25 2553.6 2567.94 2582.29 2596.64 2610.98 2625.33 2639.68 2654.02 2668.37 2682.72 2697.06 2711.41 2725.76 2740.1 2754.45 2768.8 2783.14 2797.49 2811.84 2826.18 2840.53 2854.88 2869.22 2883.57 2897.92 2912.26 2926.61 2940.96 2955.3 2969.65 2984 2998.34 3012.69 3027.04 3041.38 3055.73 3070.08 3084.42 3098.77 3113.12 3127.46 3141.81 3156.16 3170.5 3184.85 3199.2 3213.54 3227.89 3242.24 3256.58 3270.93 3285.28
3776.62 3733.83 3691.04 3648.25 3605.47 3569.88 3534.28 3498.69 3463.1 3427.51 3391.92 3356.33 3320.74 3285.15 3249.55 3213.96 3178.37 3142.78 3107.19 3071.6 3036.01 3000.42 2964.82 2929.23 2893.64 2858.05 2822.46 2786.87 2762.45 2738.03 2713.61 2689.2 2664.78 2640.36 2615.94 2591.53 2567.11 2542.69 2518.27 2493.86 2469.44 2445.02 2420.6 2396.19 2371.77 2347.35 2322.93 2298.51 2274.1 2249.68 2225.26 2215.65 2206.04 2196.43 2186.82 2177.21 2167.6 2157.99 2148.37 2138.76 2129.15 2119.54 2109.93 2100.32 2090.71 2081.1 2071.49 2061.87 2052.26 2042.65 2033.04 2023.43 2013.82 2004.21 2005.77 2007.33 2008.9 2010.46 2012.02 2013.58 2015.15 2016.71 2018.27 2019.84 2021.4 2022.96 2024.52 2026.09 2027.65 2029.21 2030.77 2032.34 2033.9 2035.46 2037.02 2038.59 2040.15 2048.91 2057.67 2066.43 2075.19 2083.95 2092.71 2101.47 2110.23 2118.99 2127.75 2136.51 2145.27 2154.03 2162.79 2171.55 2180.31 2189.07 2197.83 2206.59 2215.35 2224.11 2232.86 2241.62 2250.38 2259.14 2267.9 2276.66 2285.42 2294.18 2302.94 2311.7 2320.46 2329.22 2337.98 2346.74 2355.5 2364.26 2373.02 2381.78 2390.54 2399.3 2408.06 2416.82 2425.58 2434.34 2443.1 2457.45 2471.79 2486.14 2500.49 2514.83 2529.18 2543.53 2557.87 2572.22 2586.57 2600.91 2615.26 2629.61 2643.95 2658.3 2672.65 2686.99 2701.34 2715.69 2730.03 2744.38 2758.73 2773.07 2787.42 2801.77 2816.11 2830.46 2844.81 2859.15 2873.5 2887.85 2902.19 2916.54 2930.89 2945.23 2959.58 2973.93 2988.27 3002.62 3016.97 3031.31 3045.66 3060.01 3074.35 3088.7 3103.05 3117.39 3131.74 3146.08 3160.43 3174.78 3189.12 3203.47 3217.82 3232.16 3246.51 3260.86
3741.03 3698.24 3655.45 3612.66 3569.88 3527.09 3491.5 3455.9 3420.31 3384.72 3349.13 3313.54 3277.95 3242.36 3206.77 3171.17 3135.58 3099.99 3064.4 3028.81 2993.22 2957.63 2922.04 2886.44 2850.85 2815.26 2779.67 2744.08 2714.07 2689.66 2665.24 2640.82 2616.4 2591.99 2567.57 2543.15 2518.73 2494.32 2469.9 2445.48 2421.06 2396.65 2372.23 2347.81 2323.39 2298.97 2274.56 2250.14 2225.72 2201.3 2176.89 2167.28 2157.66 2148.05 2138.44 2128.83 2119.22 2109.61 2100 2090.39 2080.78 2071.17 2061.55 2051.94 2042.33 2032.72 2023.11 2013.5 2003.89 1994.28 1984.67 1975.06 1965.44 1961.42 1962.98 1964.55 1966.11 1967.67 1969.23 1970.8 1972.36 1973.92 1975.48 1977.05 1978.61 1980.17 1981.73 1983.3 1984.86 1986.42 1987.99 1989.55 1991.11 1992.67 1994.24 1995.8 2004.56 2013.32 2022.08 2030.84 2039.6 2048.36 2057.12 2065.88 2074.64 2083.4 2092.16 2100.92 2109.68 2118.44 2127.2 2135.96 2144.71 2153.47 2162.23 2170.99 2179.75 2188.51 2197.27 2206.03 2214.79 2223.55 2232.31 2241.07 2249.83 2258.59 2267.35 2276.11 2284.87 2293.63 2302.39 2311.15 2319.91 2328.67 2337.43 2346.19 2354.95 2363.71 2372.47 2381.23 2389.99 2404.34 2418.68 2433.03 2447.38 2461.72 2476.07 2490.42 2504.76 2519.11 2533.46 2547.8 2562.15 2576.5 2590.84 2605.19 2619.54 2633.88 2648.23 2662.58 2676.92 2691.27 2705.62 2719.96 2734.31 2748.66 2763 2777.35 2791.69 2806.04 2820.39 2834.73 2849.08 2863.43 2877.77 2892.12 2906.47 2920.81 2935.16 2949.51 2963.85 2978.2 2992.55 3006.89 3021.24 3035.59 3049.93 3064.28 3078.63 3092.97 3107.32 3121.67 3136.01 3150.36 3164.71 3179.05 3193.4 3207.75 3222.09 3236.44
3705.44 3662.65 3619.86 3577.07 3534.28 3491.5 3448.71 3413.12 3377.52 3341.93 3306.34 3270.75 3235.16 3199.57 3163.98 3128.39 3092.79 3057.2 3021.61 2986.02 2950.43 2914.84 2879.25 2843.66 2808.06 2772.47 2736.88 2701.29 2665.7 2641.28 2616.86 2592.45 2568.03 2543.61 2519.19 2494.78 2470.36 2445.94 2421.52 2397.11 2372.69 2348.27 2323.85 2299.43 2275.02 2250.6 2226.18 2201.76 2177.35 2152.93 2128.51 2118.9 2109.29 2099.68 2090.07 2080.46 2070.85 2061.23 2051.62 2042.01 2032.4 2022.79 2013.18 2003.57 1993.96 1984.35 1974.74 1965.12 1955.51 1945.9 1936.29 1926.68 1917.07 1918.63 1920.19 1921.76 1923.32 1924.88 1926.45 1928.01 1929.57 1931.13 1932.7 1934.26 1935.82 1937.38 1938.95 1940.51 1942.07 1943.63 1945.2 1946.76 1948.32 1949.88 1951.45 1960.21 1968.97 1977.73 1986.49 1995.25 2004.01 2012.77 2021.53 2030.29 2039.05 2047.8 2056.56 2065.32 2074.08 2082.84 2091.6 2100.36 2109.12 2117.88 2126.64 2135.4 2144.16 2152.92 2161.68 2170.44 2179.2 2187.96 2196.72 2205.48 2214.24 2223 2231.76 2240.52 2249.28 2258.04 2266.8 2275.56 2284.32 2293.08 2301.84 2310.6 2319.36 2328.12 2336.88 2351.23 2365.57 2379.92 2394.27 2408.61 2422.96 2437.3 2451.65 2466 2480.34 2494.69 2509.04 2523.38 2537.73 2552.08 2566.42 2580.77 2595.12 2609.46 2623.81 2638.16 2652.5 2666.85 2681.2 2695.54 2709.89 2724.24 2738.58 2752.93 2767.28 2781.62 2795.97 2810.32 2824.66 2839.01 2853.36 2867.7 2882.05 2896.4 2910.74 2925.09 2939.44 2953.78 2968.13 2982.48 2996.82 3011.17 3025.52 3039.86 3054.21 3068.56 3082.9 3097.25 3111.6 3125.94 3140.29 3154.64 3168.98 3183.33 3197.68 3212.02
3669.85 3627.06 3584.27 3541.48 3498.69 3455.9 3413.12 3370.33 3334.74 3299.14 3263.55 3227.96 3192.37 3156.78 3121.19 3085.6 3050.01 3014.41 2978.82 2943.23 2907.64 2872.05 2836.46 2800.87 2765.28 2729.68 2694.09 2658.5 2622.91 2592.91 2568.49 2544.07 2519.65 2495.24 2470.82 2446.4 2421.98 2397.57 2373.15 2348.73 2324.31 2299.89 2275.48 2251.06 2226.64 2202.22 2177.81 2153.39 2128.97 2104.55 2080.14 2070.53 2060.91 2051.3 2041.69 2032.08 2022.47 2012.86 2003.25 1993.64 1984.03 1974.42 1964.8 1955.19 1945.58 1935.97 1926.36 1916.75 1907.14 1897.53 1887.92 1878.31 1874.28 1875.84 1877.41 1878.97 1880.53 1882.09 1883.66 1885.22 1886.78 1888.34 1889.91 1891.47 1893.03 1894.6 1896.16 1897.72 1899.28 1900.85 1902.41 1903.97 1905.53 1907.1 1915.86 1924.62 1933.38 1942.14 1950.9 1959.65 1968.41 1977.17 1985.93 1994.69 2003.45 2012.21 2020.97 2029.73 2038.49 2047.25 2056.01 2064.77 2073.53 2082.29 2091.05 2099.81 2108.57 2117.33 2126.09 2134.85 2143.61 2152.37 2161.13 2169.89 2178.65 2187.41 2196.17 2204.93 2213.69 2222.45 2231.21 2239.97 2248.73 2257.49 2266.25 2275.01 2283.77 2298.11 2312.46 2326.81 2341.15 2355.5 2369.85 2384.19 2398.54 2412.89 2427.23 2441.58 2455.93 2470.27 2484.62 2498.97 2513.31 2527.66 2542.01 2556.35 2570.7 2585.05 2599.39 2613.74 2628.09 2642.43 2656.78 2671.13 2685.47 2699.82 2714.17 2728.51 2742.86 2757.21 2771.55 2785.9 2800.25 2814.59 2828.94 2843.29 2857.63 2871.98 2886.33 2900.67 2915.02 2929.37 2943.71 2958.06 2972.41 2986.75 3001.1 3015.45 3029.79 3044.14 3058.49 3072.83 3087.18 3101.53 3115.87 3130.22 3144.57 3158.91 3173.26 3187.6
3634.26 3591.47 3548.68 3505.89 3463.1 3420.31 3377.52 3334.74 3291.95 3256.36 3220.77 3185.17 3149.58 3113.99 3078.4 3042.81 3007.22 2971.63 2936.04 2900.44 2864.85 2829.26 2793.67 2758.08 2722.49 2686.9 2651.31 2615.71 2580.12 2544.53 2520.11 2495.7 2471.28 2446.86 2422.44 2398.03 2373.61 2349.19 2324.77 2300.35 2275.94 2251.52 2227.1 2202.68 2178.27 2153.85 2129.43 2105.01 2080.6 2056.18 2031.76 2022.15 2012.54 2002.93 1993.32 1983.71 1974.09 1964.48 1954.87 1945.26 1935.65 1926.04 1916.43 1906.82 1897.21 1887.6 1877.98 1868.37 1858.76 1849.15 1839.54 1829.93 1831.49 1833.06 1834.62 1836.18 1837.74 1839.31 1840.87 1842.43 1843.99 1845.56 1847.12 1848.68 1850.24 1851.81 1853.37 1854.93 1856.49 1858.06 1859.62 1861.18 1862.74 1871.5 1880.26 1889.02 1897.78 1906.54 1915.3 1924.06 1932.82 1941.58 1950.34 1959.1 1967.86 1976.62 1985.38 1994.14 2002.9 2011.66 2020.42 2029.18 2037.94 2046.7 2055.46 2064.22 2072.98 2081.74 2090.5 2099.26 2108.02 2116.78 2125.54 2134.3 2143.06 2151.82 2160.58 2169.34 2178.1 2186.86 2195.62 2204.38 2213.14 2221.9 2230.66 2245 2259.35 2273.7 2288.04 2302.39 2316.74 2331.08 2345.43 2359.78 2374.12 2388.47 2402.82 2417.16 2431.51 2445.86 2460.2 2474.55 2488.9 2503.24 2517.59 2531.94 2546.28 2560.63 2574.98 2589.32 2603.67 2618.02 2632.36 2646.71 2661.06 2675.4 2689.75 2704.1 2718.44 2732.79 2747.14 2761.48 2775.83 2790.18 2804.52 2818.87 2833.22 2847.56 2861.91 2876.25 2890.6 2904.95 2919.29 2933.64 2947.99 2962.33 2976.68 2991.03 3005.37 3019.72 3034.07 3048.41 3062.76 3077.11 3091.45 3105.8 3120.15 3134.49 3148.84 3163.19
3598.66 3555.88 3513.09 3470.3 3427.51 3384.72 3341.93 3299.14 3256.36 3213.57 3177.98 3142.39 3106.79 3071.2 3035.61 3000.02 2964.43 2928.84 2893.25 2857.66 2822.06 2786.47 2750.88 2715.29 2679.7 2644.11 2608.52 2572.93 2537.33 2501.74 2471.74 2447.32 2422.9 2398.49 2374.07 2349.65 2325.23 2300.81 2276.4 2251.98 2227.56 2203.14 2178.73 2154.31 2129.89 2105.47 2081.06 2056.64 2032.22 2007.8 1983.39 1973.77 1964.16 1954.55 1944.94 1935.33 1925.72 1916.11 1906.5 1896.89 1887.28 1877.66 1868.05 1858.44 1848.83 1839.22 1829.61 1820 1810.39 1800.78 1791.17 1787.14 1788.7 1790.27 1791.83 1793.39 1794.95 1796.52 1798.08 1799.64 1801.21 1802.77 1804.33 1805.89 1807.46 1809.02 1810.58 1812.14 1813.71 1815.27 1816.83 1818.39 1827.15 1835.91 1844.67 1853.43 1862.19 1870.95 1879.71 1888.47 1897.23 1905.99 1914.75 1923.51 1932.27 1941.03 1949.79 1958.55 1967.31 1976.07 1984.83 1993.59 2002.35 2011.11 2019.87 2028.63 2037.39 2046.15 2054.91 2063.67 2072.43 2081.19 2089.95 2098.71 2107.47 2116.23 2124.99 2133.75 2142.51 2151.27 2160.03 2168.79 2177.55 2191.89 2206.24 2220.59 2234.93 2249.28 2263.63 2277.97 2292.32 2306.67 2321.01 2335.36 2349.71 2364.05 2378.4 2392.75 2407.09 2421.44 2435.79 2450.13 2464.48 2478.83 2493.17 2507.52 2521.86 2536.21 2550.56 2564.9 2579.25 2593.6 2607.94 2622.29 2636.64 2650.98 2665.33 2679.68 2694.02 2708.37 2722.72 2737.06 2751.41 2765.76 2780.1 2794.45 2808.8 2823.14 2837.49 2851.84 2866.18 2880.53 2894.88 2909.22 2923.57 2937.92 2952.26 2966.61 2980.96 2995.3 3009.65 3024 3038.34 3052.69 3067.04 3081.38 3095.73 3110.08 3124.42 3138.77
